id,score,"geom",label,"anoList"
3,0.4809616641496399,"LINESTRING (-8.58706537414752 41.1473085817926, -8.5861748345659 41.1470117352653, -8.58452362575832 41.146399489303, -8.5836330861767 41.1456944788009, -8.58190766573732 41.1448224921272, -8.5810171261557 41.1456944788009, -8.58059040927284 41.1470859468971, -8.57969986969123 41.147902274847, -8.57906907082092 41.1491824254955, -8.57901341209707 41.1506852110395, -8.58038632728539 41.1521199692544, -8.58199424597442 41.1534063042056, -8.58288478555604 41.1551626461582, -8.58298373439844 41.1562572677273, -8.58310123614879 41.1574075480202, -8.58268070356858 41.1585207224972, -8.58212411633007 41.15997403362, -8.58122120814316 41.1618045872045, -8.58117173372195 41.1629548674974, -8.58170358374986 41.1641175163956, -8.58271780938448 41.1656017490316, -8.58562443163003 41.1666283432715, -8.58692313518656 41.1671725619047, -8.58858052829679 41.1679146782227, -8.59007300666968 41.1687227604357, -8.59198601762278 41.1699596209657, -8.59360218204868 41.1710150752847, -8.5948390425787 41.1717736830764, -8.59686749384794 41.1716912257077, -8.6000338568048 41.1712129729695, -8.60290337323445 41.1713449047593, -8.60405777639581 41.1714933280229, -8.60598727882264 41.1720045637087, -8.60814766188175 41.1734558133972, -8.60991224957125 41.1741154723466, -8.61111612715381 41.1742474041365, -8.61327651021291 41.1741979297152, -8.61542040179828 41.1742144211889, -8.61777868254219 41.1738681002405, -8.62137382381613 41.1734723048709, -8.62374859603377 41.1731754583437, -8.62740970320264 41.1727136970792, -8.63179643521579 41.1717242086551, -8.63519367880492 41.1711634985482, -8.63842600765671 41.1700090953868, -8.63862802820994 41.1686238115932, -8.63768180157942 41.1666250449767, -8.63556773312479 41.1670298665957, -8.63343867127687 41.1668799326627, -8.63255406107245 41.1658903687052, -8.63181938480098 41.1647358774215, -8.63298886947801 41.1640311879366, -8.63445822202095 41.1631915579121, -8.63598754813706 41.1625018618205, -8.63937605502178 41.1610325092776, -8.64189494509539 41.1600429453201, -8.64366416550422 41.1592632888687, -8.6446837162483 41.1586935399235, -8.64540339912647 41.1579738570453, -8.64516350483375 41.1573741213135, -8.64552334627284 41.1564145441426, -8.64534342555329 41.1554849537583, -8.64483365018126 41.152726169392, -8.64429388802263 41.1505671207575, -8.64213483938811 41.1491277550011, -8.63961594931451 41.1494276228671, -8.63709705924091 41.1503872000379, -8.63481806346003 41.1508669886234, -8.63277896197188 41.151406750782, -8.63223919981325 41.1531459844043, -8.63073986048373 41.1545253765874)",1,"[91, 58, 74, 287, 106, 262, 83, 66, 47, 109]"
0,0.519611283250023,"LINESTRING (-8.58679484318957 41.1470284672257, -8.5840420849797 41.1460544143207, -8.57994471025962 41.147621368994, -8.5790130074809 41.1488495226569, -8.57914005785982 41.1509670289721, -8.5812575641751 41.1526610340244, -8.58286686897472 41.154820890466, -8.58306803207467 41.1564619578603, -8.58299391935363 41.1576001175048, -8.58253554151597 41.1586850280934, -8.58199370901765 41.1600489512788, -8.58119030220979 41.1620107586003, -8.58119030220979 41.163094423597, -8.58145187651933 41.1636362560953, -8.58206844453466 41.1647386049712, -8.58289053522177 41.1658035860886, -8.58438524556197 41.1665135735002, -8.58670204658928 41.166943302723, -8.58825280856724 41.1676906578931, -8.58985962218296 41.1686622196142, -8.59202695217625 41.1700635105582, -8.59447454035833 41.1714648015021, -8.59728179321602 41.1705960011169, -8.59732383194434 41.1686201808859, -8.5977021804992 41.1674010577647, -8.5995518845452 41.1669806704815, -8.60131751113457 41.1668545542966, -8.60182197587438 41.1658456248169, -8.60375575737702 41.1652570826205, -8.60589973252124 41.1652570826205, -8.60632011980443 41.1641640756842, -8.60636215853274 41.162818836378, -8.60699273945752 41.1620621392683, -8.60745516546902 41.1606748612338, -8.60875836604688 41.1611793259736, -8.6120373868557 41.1616837907134, -8.61455971055479 41.16202010054, -8.61687184061229 41.1622302941816, -8.61994066777951 41.162818836378, -8.62221075910869 41.1626506814647, -8.62565793483078 41.1631551462046, -8.62834841344314 41.1631551462046, -8.62973569147764 41.1631131074762, -8.63036627240241 41.1623143716382, -8.62981976893428 41.1614315583435, -8.62927326546614 41.1606328225055, -8.62826433598651 41.1605907837772, -8.62914714928119 41.1598340866674, -8.62902103309623 41.1586990410028, -8.63002996257587 41.1577741889798, -8.62965161402101 41.1568072982285, -8.62973569147764 41.1557983687489, -8.63049238858737 41.1545792456277)",1,"[89, 263, 270, 273, 76, 278, 267, 101, 116, 131, 125, 120, 48, 119]"
7,0.7833372447431819,"LINESTRING (-8.58863001532948 41.147150812035, -8.58838532571082 41.1486001274686, -8.58923232823694 41.1495788859432, -8.5910016224026 41.1500306206238, -8.59294031707348 41.1506517558096, -8.59444609934213 41.1505576444178, -8.5966106613533 41.1493718408813, -8.59958458133388 41.1485813051902, -8.60161738739655 41.1489577507574, -8.60398899446967 41.1494847745514, -8.60593710027973 41.1497671087268, -8.60709467039875 41.1500494429021, -8.60610650078495 41.1516587477018, -8.60483599699578 41.1537480205995, -8.60461012965549 41.1559502271674, -8.60421486180997 41.1584347679107, -8.60506186433608 41.1591688367666, -8.60528773167638 41.160241706633, -8.60715113723383 41.160975775489, -8.6094098106368 41.1614275101696, -8.61189435138006 41.1616533775099, -8.61426595845318 41.1618792448502, -8.61624229768078 41.1622745126957, -8.61697636653675 41.1606934413136, -8.6183880374136 41.1599029056226, -8.62070317765165 41.1604675739733, -8.62262305004417 41.1602981734681, -8.62465585610684 41.1596205714472, -8.62714039685011 41.1584912347457, -8.62872146823219 41.1569101633637, -8.6295684707583 41.155667892992)",1,"[88, 108, 107, 273, 278, 171, 102, 285, 121, 113, 305, 351, 123, 131, 374, 400, 381]"
1386014614620000386,0.5112143109533159,"LINESTRING (-8.585604 41.148594, -8.58564 41.148882, -8.586342 41.14899, -8.586162 41.148207, -8.587125 41.147442, -8.585919 41.146947, -8.584155 41.146245, -8.582697 41.14494, -8.580501 41.145075, -8.57925 41.145885, -8.579853 41.146578, -8.579106 41.148621, -8.579385 41.151447, -8.582238 41.154012, -8.582931 41.157477, -8.581419 41.16123, -8.582166 41.164974, -8.585883 41.166792, -8.589978 41.168808, -8.593452 41.171049, -8.596566 41.171913, -8.598231 41.17158, -8.600211 41.171319, -8.602659 41.171751, -8.604369 41.172849, -8.604405 41.17194, -8.604594 41.1714, -8.605404 41.170383, -8.606484 41.168835, -8.606529 41.167674, -8.606556 41.167296, -8.606574 41.167278, -8.606574 41.167242, -8.60652 41.166693, -8.607393 41.166477, -8.607879 41.165631, -8.608464 41.16492, -8.608464 41.164704, -8.608464 41.164713, -8.608464 41.164488, -8.608878 41.163318, -8.609238 41.162562, -8.609796 41.162526, -8.609895 41.162526, -8.609994 41.162544, -8.611083 41.162634, -8.611362 41.161509, -8.611587 41.160501, -8.61174 41.159754, -8.611902 41.159043, -8.612559 41.157477, -8.613225 41.15583, -8.614305 41.155677, -8.616375 41.155947, -8.618148 41.156172, -8.620299 41.156478, -8.622126 41.156775, -8.624088 41.157108, -8.625564 41.15736, -8.627301 41.157648, -8.627571 41.157693, -8.627544 41.157684, -8.627553 41.157675, -8.627751 41.15772, -8.627895 41.15808, -8.627949 41.158251, -8.628291 41.158584, -8.629344 41.158836, -8.630127 41.158341, -8.629767 41.157108, -8.629596 41.156163, -8.630199 41.155227, -8.630559 41.154957, -8.630613 41.154858, -8.630613 41.15484, -8.630622 41.154831)",1,"[86, 297, 94, 312, 271, 296, 294, 116, 131, 125, 120, 303, 119]"
1375279009620000668,0.5029915241701768,"LINESTRING (-8.585631 41.148486, -8.585622 41.148477, -8.58564 41.148495, -8.585658 41.148504, -8.585667 41.148549, -8.585712 41.14881, -8.58591 41.148981, -8.586414 41.148927, -8.586135 41.148729, -8.586576 41.147676, -8.586927 41.147217, -8.585118 41.146821, -8.584326 41.146461, -8.583426 41.145552, -8.581212 41.145066, -8.579502 41.145921, -8.578926 41.1462, -8.580195 41.147109, -8.578899 41.149143, -8.579529 41.1516, -8.58195 41.153706, -8.583111 41.156289, -8.58213 41.159547, -8.581239 41.163327, -8.583183 41.16618, -8.586864 41.167035, -8.590653 41.169213, -8.594433 41.171661, -8.59914 41.171373, -8.60292 41.171445, -8.604045 41.171571, -8.605323 41.171823, -8.60643 41.172282, -8.606862 41.172561, -8.607366 41.172921, -8.607645 41.173137, -8.607915 41.173389, -8.608392 41.17374, -8.609787 41.174271, -8.611074 41.174586, -8.611758 41.174712, -8.612181 41.174757, -8.612838 41.174829, -8.613027 41.174847, -8.613585 41.175036, -8.614656 41.175621, -8.617599 41.17527, -8.619552 41.174937, -8.619885 41.173281, -8.619651 41.171868, -8.61948 41.171274, -8.620137 41.170545, -8.619714 41.168835, -8.620506 41.168304, -8.620542 41.167638, -8.620569 41.167611, -8.620407 41.167557, -8.620425 41.166594, -8.620569 41.164983, -8.620587 41.164344, -8.620695 41.164245, -8.620713 41.16429, -8.620731 41.164128, -8.620974 41.162607, -8.621154 41.160753, -8.622585 41.160519, -8.624565 41.159925, -8.626311 41.159196, -8.626608 41.159034, -8.626644 41.159079, -8.626689 41.159106, -8.626689 41.159106, -8.627184 41.1588, -8.627247 41.158809, -8.627274 41.158818, -8.627301 41.158836, -8.62776 41.158512, -8.629272 41.158908, -8.629542 41.158827, -8.629704 41.158755, -8.630262 41.157738, -8.630127 41.157396, -8.629929 41.157171, -8.629524 41.156784, -8.629848 41.155884, -8.62992 41.15556, -8.630604 41.154858, -8.630721 41.154759, -8.630739 41.154759, -8.630757 41.15475, -8.630766 41.154741, -8.630775 41.15475)",1,"[85, 107, 71, 102, 113, 72, 294, 116, 131, 125, 120, 119, 14]"
1392303658620000589,0.5133096920970425,"LINESTRING (-8.585676 41.14863, -8.585685 41.148639, -8.585676 41.14863, -8.585739 41.148675, -8.585919 41.148954, -8.58681 41.149026, -8.58798 41.149332, -8.588394 41.148747, -8.588907 41.14764, -8.588979 41.147217, -8.588682 41.147217, -8.587728 41.147343, -8.58663 41.147172, -8.585676 41.146893, -8.584326 41.146398, -8.58411 41.146164, -8.583075 41.145201, -8.581599 41.144814, -8.579547 41.145552, -8.579205 41.146272, -8.579844 41.14764, -8.578719 41.14998, -8.580555 41.152437, -8.582814 41.155047, -8.582634 41.15835, -8.581185 41.161995, -8.58258 41.165577, -8.586468 41.166936, -8.589987 41.168826, -8.593209 41.170869, -8.59707 41.171805, -8.602056 41.171364, -8.607114 41.172678, -8.611596 41.174469, -8.616204 41.174136, -8.620758 41.173632, -8.624925 41.173209, -8.629722 41.172543, -8.634888 41.171472, -8.63901 41.169636, -8.64234 41.167215, -8.643393 41.167629, -8.641404 41.166405, -8.640054 41.165199, -8.640621 41.164857, -8.6427 41.165109, -8.643042 41.164209, -8.64333 41.1633, -8.643528 41.162724, -8.643654 41.162328, -8.644014 41.162328, -8.645139 41.162499, -8.645868 41.162643, -8.645877 41.162661, -8.645877 41.16267, -8.645868 41.162652, -8.645859 41.162652, -8.645859 41.162652, -8.645859 41.16267, -8.628426 41.155686, -8.628714 41.156352, -8.629407 41.156568, -8.62974 41.155767, -8.630289 41.154975)",1,"[84, 269, 87, 112, 110, 61, 111, 117, 114, 132, 56, 307, 305, 131, 130, 105, 115, 125, 120, 59, 303, 242]"
1384434786620000588,0.4716402850191164,"LINESTRING (-8.585613 41.148513, -8.585685 41.148855, -8.586243 41.149008, -8.586153 41.148432, -8.586801 41.147577, -8.586369 41.147064, -8.584506 41.146524, -8.583534 41.145651, -8.581995 41.144814, -8.580573 41.14512, -8.579556 41.145732, -8.579133 41.145921, -8.579943 41.146641, -8.579295 41.148405, -8.57898 41.150916, -8.581311 41.153094, -8.582976 41.155677, -8.582418 41.158719, -8.581158 41.161905, -8.582139 41.16492, -8.584956 41.166756, -8.588232 41.167836, -8.591598 41.169807, -8.594694 41.171733, -8.598582 41.171454, -8.603082 41.171472, -8.607204 41.172795, -8.610498 41.174352, -8.614125 41.174496, -8.618058 41.173938, -8.621631 41.173569, -8.625294 41.173209, -8.629254 41.172669, -8.633061 41.171859, -8.636445 41.171022, -8.639334 41.169384, -8.642052 41.167422, -8.643573 41.16753, -8.641773 41.166747, -8.640027 41.165271, -8.639046 41.164587, -8.637624 41.164281, -8.637066 41.163696, -8.635536 41.163084, -8.635563 41.162697, -8.636949 41.162112, -8.637066 41.162085, -8.637138 41.162049, -8.637705 41.161761, -8.637435 41.161419, -8.637507 41.161212, -8.637588 41.160987, -8.637849 41.16033, -8.638218 41.159547, -8.638839 41.159547, -8.63883 41.159538, -8.631927 41.157072, -8.631045 41.156199, -8.630424 41.155362)",1,"[65, 90, 83, 114, 56, 118, 60, 115, 59, 50]"
6,0.6515355626309299,"LINESTRING (-8.58863001532948 41.147150812035, -8.58838532571082 41.1486001274686, -8.58923232823694 41.1495788859432, -8.5910016224026 41.1500306206238, -8.59294031707348 41.1506517558096, -8.59444609934213 41.1505576444178, -8.5966106613533 41.1493718408813, -8.59958458133388 41.1485813051902, -8.60161738739655 41.1489577507574, -8.60398899446967 41.1494847745514, -8.60593710027973 41.1497671087268, -8.60740523799166 41.1501623765723, -8.60763110533196 41.1488636393656, -8.60830870735285 41.147677835829, -8.60991801215246 41.1475931355764, -8.61212021872036 41.1478190029167, -8.61415302478303 41.1481295705096, -8.6166375655263 41.1481013370921, -8.6176257351401 41.1488071725305, -8.61827510374345 41.1498235755619, -8.62022320955351 41.1495977082216, -8.62095727840948 41.1501059097372, -8.62225601561619 41.1503882439126, -8.62392178725087 41.1497671087268, -8.62527699129265 41.1487507056955, -8.62578519280832 41.1507835117581, -8.62591224318725 41.1517293312456, -8.6265616117906 41.1521245990911, -8.62767683178332 41.1522657661788, -8.62946965379692 41.1525057502279, -8.6308248578387 41.1525763337717, -8.63191184441388 41.1526045671893, -8.63151657656836 41.1541291717363)",1,"[400, 184, 365, 381]"
1374926405620000674,0.6881777465946718,"LINESTRING (-8.585865 41.148693, -8.58582 41.148666, -8.585829 41.148639, -8.585766 41.148954, -8.585865 41.149008, -8.586801 41.149026, -8.588034 41.149323, -8.588349 41.148774, -8.58879 41.147766, -8.589348 41.147064, -8.590248 41.14692, -8.591661 41.146668, -8.592138 41.146596, -8.592588 41.146515, -8.593722 41.146272, -8.595306 41.146011, -8.595819 41.146029, -8.5968 41.145984, -8.599023 41.145876, -8.60121 41.14575, -8.601651 41.145696, -8.601678 41.145696, -8.601687 41.145705, -8.601957 41.14647, -8.602164 41.146992, -8.602659 41.146839, -8.602803 41.146785, -8.602821 41.146776, -8.603352 41.146569, -8.604603 41.146542, -8.606592 41.14701, -8.606925 41.1471, -8.608203 41.147361, -8.608149 41.147316, -8.608356 41.14737, -8.609598 41.147748, -8.610471 41.147937, -8.612172 41.148027, -8.621766 41.147577, -8.623467 41.147973, -8.625609 41.149044, -8.625834 41.150106, -8.625987 41.151672, -8.626338 41.152707, -8.627238 41.152482, -8.628624 41.152518, -8.630208 41.152545, -8.630406 41.152608, -8.630667 41.152644, -8.63235 41.153301, -8.631738 41.154111, -8.630946 41.154687, -8.630955 41.15475, -8.630973 41.154768, -8.630964 41.15475, -8.630955 41.154741, -8.630937 41.154741, -8.630919 41.154768, -8.630919 41.154804, -8.63091 41.154822)",1,"[399, 221, 214]"
1388320028620000619,0.6871949186741924,"LINESTRING (-8.58564 41.14863, -8.585703 41.148783, -8.586234 41.149008, -8.587773 41.149278, -8.588259 41.149071, -8.588961 41.14746, -8.589744 41.147037, -8.591508 41.146713, -8.59347 41.146344, -8.595684 41.146038, -8.597862 41.145948, -8.59806 41.14593, -8.599041 41.145885, -8.601273 41.145723, -8.601417 41.145723, -8.601561 41.145723, -8.601588 41.145705, -8.601822 41.145741, -8.60193 41.146344, -8.602227 41.146992, -8.603046 41.146677, -8.604108 41.146434, -8.605368 41.146677, -8.605764 41.146776, -8.607132 41.147082, -8.607987 41.14728, -8.608383 41.147388, -8.608329 41.147478, -8.608302 41.147505, -8.608959 41.147586, -8.610444 41.147865, -8.611416 41.147955, -8.612532 41.148126, -8.621748 41.147595, -8.623872 41.148171, -8.625501 41.149017, -8.625888 41.151051, -8.626221 41.152635, -8.628255 41.152518, -8.630505 41.152608, -8.632359 41.152986, -8.631135 41.154507, -8.630424 41.155038, -8.630424 41.15511, -8.630424 41.155173, -8.630424 41.155218, -8.630415 41.155245)",1,"[399, 221, 214, 395]"
